customer_id,credit_card_default
153338,0
131212,0
112928,0
131954,0
133941,0
111926,0
129415,0
116345,0
154865,0
151885,0
154528,0
141746,0
165483,0
158627,0
139280,0
111336,0
144412,0
104428,0
144340,0
117562,0
126695,0
164364,0
153474,0
105443,1
153416,0
111855,0
100670,0
123305,0
159407,0
134839,0
155425,0
135048,0
144930,0
112304,0
147395,0
130459,0
117722,0
128669,0
128664,0
154423,0
119393,0
157492,1
151658,1
149101,1
128987,0
126797,0
106820,0
101820,0
116301,0
152208,0
147058,0
155147,0
104034,0
123360,0
150911,0
114801,0
140991,0
158933,0
128825,0
150636,0
156762,0
150417,1
157528,0
123380,0
101488,0
149199,0
113394,1
136978,0
140756,0
152602,1
126386,0
139668,0
136757,0
159345,0
107147,0
117697,0
110410,0
112912,0
155540,0
125273,1
120877,0
103207,1
122070,0
118772,0
104681,0
141891,0
117793,0
123198,0
103799,1
159600,0
130953,0
154813,0
130788,0
141348,0
159764,0
141448,0
129040,1
162369,0
128922,0
105026,0
110569,0
163286,0
111389,0
136502,0
117539,0
125017,0
144375,0
139801,0
111737,0
134578,0
108483,0
148357,0
141686,0
130393,0
101898,0
145224,0
134365,0
145945,0
154926,1
107043,0
107909,0
128820,0
132263,0
125332,0
115756,0
136800,0
129551,0
141135,0
137483,0
124631,0
128722,0
103126,0
160227,0
132161,1
146582,0
132655,0
113560,1
106282,0
112156,0
165663,0
147605,0
157438,0
133396,0
141893,0
151562,0
136210,0
147451,0
103238,0
101566,0
112389,1
130609,0
108061,0
103889,1
105536,0
116184,0
127276,0
128534,0
159752,0
158372,0
113552,0
140019,0
116794,0
149929,0
139846,0
157794,0
162959,0
143054,0
137985,0
136600,0
122770,0
153947,0
120731,0
146754,0
124215,0
122659,0
126727,0
117918,0
163220,0
154874,0
133117,0
133282,0
136459,0
151400,0
145902,0
133116,0
138080,0
126098,0
128532,0
114957,0
150036,0
135546,0
143346,0
118834,0
152513,0
136183,0
120295,0
148919,0
160038,0
133852,0
133096,0
150211,0
128118,0
138753,0
153916,0
112060,0
154663,0
146048,0
110196,0
142734,0
155716,0
100728,0
129151,0
114799,0
110980,0
141149,0
143238,0
165808,0
148817,0
108208,0
144503,0
142892,0
115337,0
135813,0
124692,0
129740,0
138732,0
150254,0
144053,0
146620,0
107146,0
147386,0
137277,0
148134,0
135467,0
105943,0
163711,0
111350,0
158398,0
131000,0
100593,0
100798,0
133743,0
150197,0
161280,0
102714,0
143671,0
114674,1
120634,0
143380,0
157455,1
164080,0
144115,0
163813,0
147500,0
139188,0
154097,0
142181,0
101934,0
102879,0
162821,0
141305,0
121147,0
143930,0
117600,0
146833,0
161903,0
117429,0
123979,0
164103,0
119279,0
138516,0
138675,1
100723,0
162611,0
132847,0
162587,0
146906,0
160196,0
140552,1
163041,0
106175,0
113317,0
142974,0
112494,0
152242,0
107914,0
140340,0
106954,0
112581,0
128083,0
126831,0
154441,0
161695,0
143160,0
120427,1
150100,0
106598,0
164219,0
110436,0
110926,0
110765,0
120978,0
154697,0
164988,0
108293,0
101226,0
121808,0
141399,0
162396,0
113996,0
127228,0
119800,1
127257,0
152371,0
126440,0
126733,0
149515,0
144734,0
153270,0
165009,0
114013,0
160433,0
115606,0
145803,0
130095,0
122439,0
150771,0
161128,0
121854,0
162092,0
150902,0
165382,0
130379,0
145000,0
143619,0
133274,0
121868,1
165509,0
122562,0
107214,0
158058,1
135936,0
133748,0
130192,0
118317,0
123917,0
131589,0
121810,0
147759,0
141912,0
134047,0
133121,0
100825,0
143764,0
133298,0
146784,1
128861,0
103634,0
101601,0
148810,0
110461,0
104359,0
129169,0
102822,0
158433,0
150790,0
106642,0
129884,0
101484,1
150801,0
157097,0
165843,0
123253,0
104331,0
134600,0
155598,0
154171,0
102180,0
130086,0
133534,0
144456,1
156756,0
104796,0
145018,0
102364,0
148751,0
104850,0
155530,0
150204,0
120385,0
140255,0
111484,0
102579,0
108065,0
151392,0
159540,0
143901,0
100737,0
123206,0
118096,0
115839,0
157028,0
161093,1
142581,0
157540,0
155118,0
106648,0
139530,0
136958,0
101743,0
151497,0
111634,0
161292,0
149707,0
122191,0
119457,0
130471,0
125008,0
160247,0
115486,0
154027,0
155765,0
116627,0
129337,0
154407,0
123143,0
165213,0
161831,1
110956,0
142506,0
121236,0
143138,0
119862,0
149500,0
142519,0
135223,0
119380,0
111342,0
115383,0
108700,0
109439,0
153794,0
123117,0
118771,0
154217,0
161029,0
115630,0
105438,0
116425,0
146753,0
102810,0
162470,0
114723,0
101723,1
143623,0
135709,0
158756,0
121952,0
121322,0
162596,0
129953,0
122716,0
136279,0
161793,0
104069,0
119021,0
136694,0
125783,0
163548,0
153792,0
101834,0
106619,0
136981,0
113301,0
107234,0
124840,0
130768,0
122839,0
156753,0
141479,0
121827,0
149404,0
106305,0
152566,0
143847,0
110052,0
100435,0
151722,0
161008,0
129347,0
103069,0
131222,0
116392,1
138677,0
144429,0
113456,0
157232,0
164251,0
127206,0
164729,0
108113,0
135866,0
101315,0
110854,0
141054,0
116610,0
133127,1
110729,0
161517,0
159276,0
132808,0
162417,0
153024,0
126523,0
126093,0
116793,1
101014,0
147938,0
106657,0
159637,0
126163,0
107376,1
100104,0
156206,0
151787,0
156582,0
116942,0
148828,0
140746,0
150408,0
159171,0
160199,0
119576,0
155725,0
134816,0
143035,1
109529,0
159508,0
164664,0
143261,1
101335,0
103768,0
114808,0
122209,1
110150,0
137246,0
158917,0
149826,1
152234,0
101673,0
146079,0
105216,0
138503,0
140706,0
145982,0
140063,0
160389,0
154204,0
100323,0
144967,0
124202,0
161153,0
104875,0
134613,0
105358,0
123016,0
130480,0
154647,0
157043,0
153464,0
134381,0
132576,0
123567,1
131252,0
140968,0
115939,0
118802,0
139380,0
110919,0
111924,0
147679,0
139488,0
107428,1
131234,0
127694,0
149640,0
122588,0
134907,0
141475,0
138120,0
135391,0
108968,0
102706,0
138699,0
151614,0
118932,0
102767,0
134767,0
105924,0
149335,0
127534,1
122462,0
146847,0
133598,0
105893,0
136845,0
123585,0
155307,0
126546,0
152120,0
104188,0
146192,0
164734,0
131117,0
106064,0
160542,0
154894,0
101437,0
104932,0
161795,0
141641,0
161801,0
104389,0
139954,1
117485,0
156157,0
154132,0
138116,0
116036,0
157088,0
146746,0
116710,0
120805,1
123660,0
103351,0
117762,0
162686,0
143041,0
149953,1
111904,0
160043,0
145783,0
151273,0
114862,0
112116,0
130685,0
160234,0
137388,0
105224,0
157393,0
140646,0
147432,0
117779,0
151551,0
154337,0
144868,0
121674,0
142434,0
134487,1
161332,0
103051,0
116188,0
146509,0
125947,1
107128,1
139128,0
152711,0
114296,0
147410,0
146119,0
156101,0
127922,0
136703,0
160912,0
123862,0
164845,0
118325,0
108838,0
123486,0
143110,0
138248,0
107769,0
131887,0
109256,0
113243,0
142151,0
152037,0
136452,0
123267,0
155364,0
154453,0
136150,0
143000,0
118303,0
102203,0
155376,0
104362,0
130382,0
146163,0
109849,0
108951,0
119323,0
104705,0
110225,0
138244,1
108472,1
165626,0
154928,0
137638,0
112033,0
118167,0
156354,0
103464,0
161672,0
107522,0
104700,0
121533,0
157693,0
136068,0
104537,0
110242,0
146268,0
160104,0
109673,0
144366,0
123989,0
162004,0
140488,0
110489,0
132328,0
155683,0
130023,0
124131,0
136532,0
146076,0
102211,0
103242,0
117132,0
155182,0
153845,0
141843,0
164886,0
123731,0
159959,0
159343,0
117926,0
114595,0
149572,0
106616,0
125624,0
123130,1
123817,0
100481,0
160876,0
145385,0
145438,0
134607,0
126240,0
124455,0
140855,0
111997,0
115999,0
102564,0
117252,0
123410,0
139538,0
114159,0
165395,0
102134,0
126304,0
136247,0
130695,0
152353,0
144257,0
121895,0
149782,0
132637,0
165600,0
161947,0
105053,0
128856,0
154372,0
140899,0
113185,0
117915,0
121424,0
103806,0
159107,0
159264,0
112484,0
107742,1
125639,0
108798,0
117899,0
139275,1
149209,0
120234,0
116255,1
141572,0
109292,0
115280,0
122844,0
101702,0
156798,0
134128,0
157872,0
150359,0
104223,0
101499,0
101397,0
157221,0
101573,0
120676,1
111050,0
123172,0
109519,0
119579,0
120279,0
129809,0
163549,0
164733,0
163225,0
117049,0
106815,0
131668,0
162433,0
138802,0
150693,0
151642,0
146445,0
104538,0
110656,0
151469,0
164249,1
128189,0
164137,0
130719,0
130077,0
110174,0
123404,0
146300,1
118169,0
121306,1
151328,0
136283,1
101446,0
145812,0
144730,0
156569,0
132369,0
137164,1
129046,0
127292,0
133381,0
124600,0
159593,0
101081,0
107881,0
160934,0
141896,0
153021,0
120685,0
106640,0
162464,0
125740,0
150309,0
138054,0
123034,0
109385,0
162693,0
140819,0
129794,0
155033,0
143198,0
121587,0
145396,1
140195,0
117154,0
103817,0
133089,0
132758,1
124861,0
161350,0
110159,0
125621,0
157447,0
140860,0
164411,0
117932,0
157401,0
157824,0
133277,0
110973,0
149839,1
159626,0
103527,0
122180,0
144969,0
126780,0
118285,0
145747,0
143145,0
160463,0
151318,0
149031,0
109937,0
117165,0
104704,0
102505,0
113968,0
142419,0
139328,0
157556,0
162567,0
164593,0
118523,0
116331,0
112979,0
122662,0
164326,0
154810,1
123220,0
116572,0
138383,0
154643,0
144647,0
119427,0
137169,0
148760,0
110938,0
154708,0
114411,0
111306,0
159854,0
143290,0
113145,0
150190,0
126268,0
123235,0
150490,0
102761,0
116113,0
164698,0
148934,0
121664,0
159850,0
138800,0
123986,0
136618,0
140809,0
146346,0
146181,0
153742,0
150019,0
108134,0
102422,0
149017,0
141142,0
157550,0
110419,0
118042,0
136180,0
109677,0
130676,0
103924,0
120757,0
115746,0
107831,0
146524,0
133846,0
103403,0
148521,0
152431,0
165119,0
164625,0
155990,0
113013,0
146705,0
108326,0
161833,0
154765,1
115320,0
104340,0
156722,0
109914,0
117637,0
124114,0
160654,0
104288,0
108967,0
165391,0
153983,0
130832,0
164504,0
110181,0
119373,1
140970,0
128731,0
130542,0
126828,0
147328,0
153342,0
165879,0
157077,0
108966,0
125303,0
122849,0
133139,1
165197,0
113623,0
115206,0
122708,0
108266,0
125860,0
113039,0
119674,1
110161,0
131325,0
109434,1
123007,0
126996,0
131587,0
160313,0
104481,0
159692,0
152310,0
108386,0
133531,0
125114,0
134784,0
126809,0
162893,0
100850,0
162053,0
124380,0
156460,0
138098,0
109664,0
115679,0
133276,0
143877,0
120937,0
113288,0
120763,0
133945,0
100463,0
131909,0
122982,0
123715,0
157378,0
115370,0
111965,0
151190,0
106573,0
141994,0
128645,0
122630,0
110221,0
164104,0
115429,0
141332,0
154270,0
104049,0
117960,0
124979,0
134477,0
104107,1
100003,0
118404,0
139232,1
156954,0
111105,0
105387,0
134141,0
161667,0
145228,0
117040,0
132138,0
127608,0
164051,0
135088,1
112018,0
107365,0
156638,0
110106,0
164033,0
152288,0
104507,1
129517,0
136587,0
119874,0
149023,0
133636,1
112139,0
135906,0
154484,0
147067,0
129001,1
146251,0
163145,0
135135,0
159237,0
106133,0
152883,0
111614,0
118448,0
138913,0
140150,0
125113,0
160276,0
160290,0
126923,0
108933,0
138726,0
105688,1
101907,0
160604,0
132160,0
152617,0
128499,0
115449,0
120366,0
145069,0
119581,0
165084,0
120793,0
136309,0
133677,1
137020,0
105144,0
151294,0
163284,0
132518,0
165519,0
113204,0
110137,0
165349,0
109233,0
151990,0
123871,0
110271,0
103226,0
127359,0
128361,0
151726,0
147752,0
100394,0
163856,0
123890,0
103772,0
160493,0
106138,0
104778,0
145800,0
134363,0
132398,1
153199,0
162328,0
105207,0
161123,0
164694,0
142787,0
164942,0
119453,0
113286,0
158660,1
151712,0
150256,0
102171,0
112605,0
153887,0
160561,0
110232,1
130525,0
126881,0
103959,0
130648,0
111640,1
129562,0
158051,0
118765,0
124436,0
157548,0
118766,0
115117,0
142454,0
116699,0
124986,0
106700,0
144559,0
145517,0
152082,0
162089,1
103294,0
164760,0
155384,0
143271,0
111224,0
121328,0
150416,0
165326,0
122463,0
148028,0
133772,0
141819,0
154987,0
141195,1
164105,0
115319,1
125977,0
158771,0
161429,1
119764,1
119541,0
105065,0
146327,0
160830,1
145599,0
126575,0
126224,0
104411,0
160348,1
115019,0
134343,0
108159,0
139638,0
131801,0
128969,0
107608,0
129367,0
138706,0
133311,0
111744,0
158109,0
126567,1
103957,0
149309,0
163839,0
146843,0
150286,0
162000,0
106953,0
117139,0
147267,0
138930,0
158055,0
100886,0
109172,0
136124,0
122150,0
120016,0
152940,0
131455,0
113646,0
161457,1
165155,0
164412,0
159045,0
135400,0
106121,0
165354,0
101797,0
136607,0
153453,0
146449,0
124643,0
123972,0
136420,0
130084,0
142963,0
151238,0
160833,0
108756,0
119638,0
109526,0
145268,0
119728,0
145519,1
155856,0
114020,0
137921,0
141564,0
146958,0
162376,0
135674,0
155670,0
143856,0
111314,0
149635,0
159482,0
160129,0
163579,0
117597,0
105848,0
125884,0
121606,0
101105,0
129767,0
128137,0
160616,0
103916,0
163396,0
122764,0
108863,0
125846,0
160022,0
114521,0
131119,0
132393,0
126399,0
157166,0
128417,0
165392,0
124370,0
151300,0
163721,0
137889,0
144413,0
144531,0
160918,1
165449,0
150221,0
113990,0
129573,0
137187,0
117952,0
147140,0
137753,0
108681,0
153329,0
153133,0
100409,0
160701,0
140709,1
125329,0
106523,0
122805,0
158439,0
134003,0
138028,0
153349,1
109946,0
115083,1
121239,0
156089,0
102658,0
163097,0
142631,1
111341,0
161189,0
109090,0
107239,0
142673,1
153518,0
149048,0
161034,0
151534,0
164496,0
115605,0
127280,0
129711,0
142824,1
150291,1
144274,0
100748,0
110725,0
106818,0
158405,0
153673,0
120236,0
126065,0
140987,0
108745,0
124685,0
140339,0
137645,0
133600,0
148917,0
119060,0
145344,0
146627,0
129105,0
149132,0
115262,0
127656,0
149847,0
139643,0
156551,0
100467,0
140184,0
143872,0
117109,0
135175,0
106463,0
161972,0
136199,0
164347,0
162842,0
156336,0
125626,0
157062,0
152929,0
133928,0
128021,0
124271,0
115964,0
120662,0
134695,1
131607,0
116053,0
159492,0
102404,0
165942,0
137551,0
124718,0
105397,0
163147,0
131400,1
151283,0
113839,0
119932,0
102596,0
100235,0
143392,1
165656,0
153425,0
152347,0
136230,0
122212,1
112731,0
153716,0
163346,1
127954,1
154182,0
106242,0
111879,0
137545,0
143982,0
108373,0
150646,0
125211,0
104643,0
164288,0
113176,0
117023,0
154016,0
111073,0
125685,0
129176,1
164598,0
143312,0
112413,0
123954,0
129318,0
152806,0
116693,0
129014,0
133543,0
145810,0
110265,0
149816,0
121700,0
118073,0
147731,0
122105,0
126116,0
129898,0
138990,0
107515,0
165185,0
101703,0
129170,0
108574,0
133070,0
130754,0
103381,1
103654,0
112197,0
101805,1
100919,0
115754,1
126933,0
158816,0
151019,0
110913,0
110311,0
141669,0
165804,0
148022,0
141599,0
125929,0
121247,0
120970,0
108250,0
129883,0
135514,0
105309,0
114026,0
101844,0
107262,0
119277,0
155787,0
138030,0
124924,0
123281,0
162747,0
163565,0
159511,0
118870,0
163885,0
160776,0
112340,0
121787,0
124125,0
139936,0
164945,0
110794,0
146371,1
146378,0
100406,0
104568,0
100085,0
114419,0
159323,0
144327,0
162265,0
131635,0
161539,0
161057,0
109442,0
158938,0
124357,0
156072,0
112908,0
151404,0
142503,0
145711,0
145595,0
124099,0
116385,0
138111,0
108118,0
138894,0
132645,0
123596,0
140906,0
129769,1
152051,0
153169,1
145686,0
136906,0
119848,0
146710,0
134457,0
120965,0
136431,1
129998,0
143750,0
114568,0
150904,0
108509,0
117221,0
152496,0
139504,0
131960,0
138305,0
125109,0
104284,0
113228,0
145059,0
133563,0
100111,0
127644,0
158644,0
148553,0
102283,0
160925,0
108664,0
144739,0
165346,0
108070,0
131916,0
107531,0
104166,0
101825,0
143239,0
125452,1
126279,0
123286,1
100472,1
165307,0
141791,0
138179,0
150510,0
147284,1
164425,0
156421,0
158981,0
127941,1
123857,1
113155,0
159561,0
125161,0
151489,0
158821,1
153680,0
151747,0
152758,0
145368,0
143159,1
119878,0
137845,0
115247,0
144381,0
140417,0
117488,0
143827,0
152725,0
114254,1
127208,0
124254,0
158867,0
101663,0
129989,0
127687,0
142238,0
135970,0
158437,0
114388,0
160990,0
150369,0
114333,0
138594,0
100260,0
133833,0
101846,0
120640,0
155395,1
146665,0
162539,0
135394,0
159616,0
109219,0
122539,0
128321,0
134124,0
107318,0
138891,0
102025,1
155493,0
133938,0
132829,0
151000,0
105238,0
148263,0
154436,0
127157,0
136855,0
103942,0
159344,1
137751,0
118651,0
160783,0
121341,0
149141,0
159527,0
161356,0
128767,0
126174,0
104968,0
113910,0
122041,0
104666,0
153290,0
128547,0
144029,0
106071,0
139019,0
129606,0
156680,0
155491,0
100571,0
120769,0
113731,1
162115,0
160513,0
119259,0
135758,0
112800,0
137303,0
131712,0
128846,1
131453,0
130644,0
129760,0
118854,0
137349,0
145265,0
109208,0
161907,0
107140,0
140119,0
152491,0
118610,0
157876,0
140359,0
148426,1
149046,0
125068,0
155722,0
160999,0
154451,0
155805,0
160283,0
145039,0
129567,1
149313,0
104912,0
163434,0
120892,0
149162,0
127029,0
137690,0
153883,0
106331,0
146867,0
142121,0
139265,0
152263,0
132401,0
109831,0
121735,0
143459,0
161679,0
152861,0
123800,0
135257,0
146309,1
102628,0
108446,0
111988,0
104811,0
150513,0
101202,0
146125,0
158382,0
140989,0
146166,0
139425,0
118262,0
153277,0
122406,0
120566,0
149788,0
147093,0
102345,0
133255,0
156539,0
130883,0
111565,0
115352,0
139144,0
101277,1
147656,0
135714,0
124153,0
162014,0
142612,0
147116,0
122555,0
155512,0
157384,0
144871,0
105694,0
102427,0
110940,0
132675,0
154465,0
147784,0
157421,0
158992,0
129892,0
153485,0
149573,0
148097,0
148874,0
126037,0
101627,0
120501,0
102529,1
112522,0
117849,0
113929,0
104835,0
151898,0
152891,0
123638,0
104920,0
154746,0
149092,0
158111,0
153254,0
138533,0
159157,0
135895,0
141191,0
121282,0
126821,0
127968,0
101082,0
149766,0
152150,0
130972,1
163430,0
152974,0
139951,0
122658,0
105286,0
109217,0
134342,0
115160,0
142496,1
125235,0
120467,0
119289,0
153072,0
132835,0
136601,0
146942,0
105319,1
161278,0
140820,0
110395,0
164735,0
143354,0
161078,0
165928,0
158316,0
117412,0
158991,0
146051,0
131128,0
100938,0
138644,0
149583,0
116032,0
144792,0
157989,0
159404,0
104057,1
150447,0
137130,0
134873,1
126801,0
113091,0
129239,0
104758,0
102392,1
130593,0
132414,0
123121,0
121390,0
135802,0
112038,0
127984,0
141287,0
125781,0
161465,0
100669,0
160641,0
146975,0
142199,0
150406,0
147814,0
126877,0
155881,0
104018,0
147384,0
106345,0
108359,0
152433,0
108912,1
109470,0
155682,0
162231,0
148901,0
127574,0
130689,0
138299,0
157818,0
132396,0
102320,0
107947,0
165621,0
